"OBJECTID_1","OBJECTID","SchoolID","County","SchoolName","Address","City","State","Zipcode","Website","SchoolType","coords.x1","coords.x2"
185,185,72606,"Buncombe","Euan Robertson Academy","P.O. Box 17265","Asheville","NC",28816,NA,"Independent",283203.586836117,209483.508512396
186,186,59286,"Chowan","Chowan Multi-Purpose Juvenile Sch","110 Substation Road","Edenton","NC",27932,"www.mhfr.org","Religious",828030.00700118,262655.674130797
187,187,59448,"Gaston","Gaston Christian School","1625 Lowell Bethesda Road","Gastonia","NC",28056,"www.gastonchristian.org","Religious",418828.408409166,168680.182572836
188,188,92064,"Buncombe","French Broad River Academy - Boys","1900 Riverside Drive","Asheville","NC",28804,"www.fbra-avl.org","Independent",283708.117181045,214921.708460566
189,189,59449,"Gaston","Gaston Day School","2001 Gaston Day School Road","Gastonia","NC",28056,"www.gastonday.org","Independent",414651.955538445,163285.775475893
190,190,92071,"Clay","Carolina Christian Academy","PO Box 1254","Hayesville","NC",28904,"www.ccachargers.com","Religious",170077.56352818,153949.732576337
191,191,135528,"Cleveland","Charity Christian School","PO Box 276","Fallston","NC",28042,NA,"Religious",382304.46360729,189128.436116077
192,192,59317,"Cleveland","Fallston Christian School","P.O. Box 336","Fallston","NC",28042,NA,"Religious",382304.46360729,189128.436116077
193,193,138249,"Buncombe","French Broad River Academy - Girls","191 Lyman Street, #316","Asheville","NC",28801,"www.fbra-avl.org","Independent",286279.590280434,208469.503597477
194,194,126684,"Gaston","Hope Collegiate Academy","625 E. 2nd Avenue, Suite 1","Gastonia","NC",28054,NA,"Religious",412048.617266378,169746.997021899
195,195,101365,"Davidson","Bethany Christian School","584 Tower Rd.","Thomasville","NC",27360,"www.bethanybaptistc.com","Religious",513882.522985654,234324.122672422
196,196,59409,"Davidson","Carolina Christian Academy","367 Academy Drive","Thomasville","NC",27360,"www.ccanc.us","Religious",508325.055308559,229946.430390792
197,197,113400,"Davidson","Galilee Christian Academy","101 E Park Avenue","Lexington","NC",27292,NA,"Religious",500222.94777999,232986.790354999
198,198,85562,"Cleveland","Grace Christian Academy","260 Range Road","Kings Mountain","NC",28086,"www.gracechristiankm.com","Religious",387233.484611396,166277.307138838
199,199,85569,"Davidson","Nelson Academy","103 Mendota Avenue","Lexington","NC",27292,NA,"Independent",494810.248777629,228990.208087245
200,200,102540,"Gaston","Kings View Christian Academy","4432 Kings Mountain Hwy.","Bessemer City","NC",28016,"www.kingsview.shutterfly.com","Religious",402399.098715228,169165.825054895
201,201,115766,"Buncombe","Gospel Baptist Christian Academy","32 Union Street","Asheville","NC",28804,NA,"Religious",285464.040003292,213959.808346773
202,202,59672,"Davidson","New Hope Christian Academy","105 Pineywood Street","Thomasville","NC",27360,"www.newhopechristianacademyonline.org","Religious",509766.164802723,237015.972055258
203,203,94477,"Cleveland","Trinity III Academy","810-1 West Dixon Boulevard","Shelby","NC",28152,NA,"Independent",377166.642323838,173049.307600901
204,204,59316,"Gaston","Montessori Community School West","123 W. Pennsylvania Ave.","Bessemer City","NC",28016,"www.themcsw.org","Independent",401751.906991028,172581.260231756
205,205,59783,"Davidson","Paramount Christian Academy","109 Dusty Lane","Thomasville","NC",27360,NA,"Religious",509871.7025009,231508.068433899
206,206,101366,"Cleveland","Willow Tree Community School","P.O. Box 753","Boiling Springs","NC",28017,"www.wtcschool.org","Religious",366983.354348579,169436.277879188
207,207,59719,"Buncombe","Hanger Hall School for Girls","64 W.T. Weaver Blvd.","Asheville","NC",28804,"www.hangerhall.org","Independent",287333.408697886,212604.000615025
208,208,92076,"Davidson","Riverwood Academy","P.O. Box 1419","Lexington","NC",27293,"www.riverwoodacademy.com","Independent",496319.519583646,230968.303642455
209,209,59410,"Davidson","Sheets Memorial Christian School","307 Holt Street","Lexington","NC",27292,"www.sheetsmemorial.org","Religious",495665.384299947,229320.432304516
210,210,59450,"Gaston","St. Michael's Catholic School","704 St. Michael's Lane","Gastonia","NC",28052,"www.stmichaelsgastonia.org","Religious",409574.008876121,168194.086582299
211,211,59747,"Columbus","Carolina Adventist Academy","P.O. Box 1937","Whiteville","NC",28472,"www.go-caa.org","Religious",636854.803152519,64062.5215586517
212,212,59243,"Davidson","Triad Academy","905 Friedberg Church Road","Winston-Salem","NC",27127,"www.triadacademy.org","Independent",494719.358992016,249804.447635967
213,213,59411,"Davidson","Union Grove Christian School","2295 Union Grove Road","Lexington","NC",27295,"www.uniongroveonline.com","Religious",495690.561854076,247622.511888379
214,214,59391,"Columbus","Columbus Christian Academy","623 Warrior Trail","Whiteville","NC",28472,"www.columbuschristianacademy.com","Religious",638181.919695685,66382.5349294171
215,215,132336,"Davidson","Walters Grove Baptist Academy","2610 Cid Rd.","Lexington","NC",27292,NA,"Religious",513026.038216716,216754.299453562
216,216,59685,"Buncombe","Heirborne Christian Academy","P.O. Box 592","Asheville","NC",28802,NA,"Religious",287524.813034915,210189.131922787
217,217,59412,"Davidson","Westchester Country Day School","2045 North Old Greensboro Rd","High Point","NC",27265,"www.westchestercds.org","Independent",511786.540016703,246965.68799538
218,218,59722,"Columbus","Faith Christian Academy","P.O. Box 469","Delco","NC",28436,NA,"Religious",673672.589412441,59268.7717696391
219,219,59247,"Davie","Trinity Baptist Academy","2722 US Highway 601 South","Mocksville","NC",27028,NA,"Religious",471372.07450447,231527.468968272
220,220,92072,"Columbus","Mill Branch Christian Academy","739 Washington Street","Whiteville","NC",28473,"www.millbranchchristianacademy.com","Religious",635598.452244529,65246.8341164235
221,221,59279,"Gaston","Stanley Christian Academy","P.O. Box 307","Stanley","NC",28164,"www.revival-tabernacle.org","Religious",419171.144268999,180186.872705856
222,222,72624,"Buncombe","Katuah Sudbury School","178A Westwood Place","Asheville","NC",28806,"www.katuahsudbury.org","Independent",285478.725856322,209284.916532936
223,223,72613,"Columbus","New Life Christian Academy","1386 Delco Prosper Road","Delco","NC",28436,NA,"Religious",681466.45282408,60749.1362243704
224,224,85570,"Duplin","Cedar Fork Mennonite School","1362 Fountaintown Road","Beulaville","NC",28518,NA,"Religious",730086.925191481,123675.170072081
225,225,59339,"Duplin","Champion Educational Center","P.O. Box 470","Beulaville","NC",28518,NA,"Religious",721343.999927036,130790.311658848
226,226,59280,"Duplin","New Hope Christian Academy","P.O. Box 248","Wallace","NC",28466,"www.wallacefirstag.com","Religious",701567.975300361,109882.020285746
227,227,59615,"Buncombe","Learning Community Sch","P.O. Box 1143","Black Mountain","NC",28711,"www.thelearningcommunity.org","Independent",308498.956744961,212294.386074543
228,228,59338,"Gaston","Tabernacle Christian Academy","2128 Dallas-Cherryville Highway","Dallas","NC",28034,"www.tcadallas.com","Religious",408112.475079011,176304.321363859
229,229,98712,"Columbus","Solomon Assessment Center","400 Flemington Drive","Lake Waccamaw","NC",28450,"www.boysandgirlshomes.org","Independent",653418.743011897,63134.5930209178
230,230,119601,"Duplin","Tri-County Academy","PO Box 692","Wallace","NC",28466,NA,"Independent",701567.975300361,109882.020285746
231,231,59413,"Duplin","West Duplin Christian Academy","987 NC 24 & 50 Highways","Warsaw","NC",28398,NA,"Religious",696366.511501131,137795.347245922
232,232,102370,"Buncombe","Light of Wisdom School","2 Science of Mind Way","Asheville","NC",28806,"www.lightofwisdomschool.com","Religious",282468.251368621,207114.479319135
233,233,59451,"Gaston","Victory Christian Academy","310 Carolina Avenue","Gastonia","NC",28052,"www.vcagastonia.org","Religious",410112.693655425,167668.233688768
234,234,148707,"Duplin","Zelophehad's Daughters Christian Academy","PO Box 129","Magnolia","NC",28453,NA,"Religious",696186.247066341,127371.920734247
235,235,59414,"Durham","Agape Corner School","1217 Holloway Street","Durham","NC",27703,"www.agapecorner.org","Religious",620470.333798171,248993.572645968
236,236,79105,"Buncombe","Maccabi Academy","43 N. Liberty St., Suite 100","Asheville","NC",28801,"www.maccabiacademy.org","Religious",287898.160268859,211503.775241816
237,237,97080,"Columbus","Tri County Academy of S.T.E.M.","44 Dream Avenue","Delco","NC",28436,NA,"Independent",673672.589412441,59268.7717696391
238,238,147768,"Durham","AHES-Genesis Schools of Hope","3209 Yorktown Avenue, Suite 171","Durham","NC",27713,NA,"Religious",619170.332568235,242498.455169093
239,239,115835,"Gaston","What About the Children Academy","PO Box 471","Gastonia","NC",28053,NA,"Independent",410687.582760385,170102.788861202
240,240,103279,"Durham","Al-Huda Academy","5104 Revere Road","Durham","NC",27713,"www.alhudaacademy.net","Religious",617770.475190184,237775.397611879
241,241,60276,"Durham","B.E. Academy","P.O. Box 3552","Durham","NC",27702,"www.beingequippedacademy.org","Religious",618595.83590531,249268.690918231
242,242,139739,"Buncombe","Montford Hall","75 Zillicoa Street","Asheville","NC",28801,NA,"Independent",286409.149187405,212113.558927277
243,243,66146,"Graham","Mount Nebo Christian Academy","P.O. Box 97","Robbinsville","NC",28771,"www.mtnebobc.com","Religious",172729.273367085,184971.312850133
244,244,59372,"Buncombe","Mount Pisgah Academy","75 Academy Drive","Candler","NC",28715,"www.pisgah.us","Religious",277010.413922605,207949.738393484
245,245,59333,"Granville","Christian Faith Center Acad.","P.O. Box 510","Creedmoor","NC",27522,"www.cfcacademy.com","Religious",637941.721481458,262696.09539107
246,246,59656,"Durham","Bethesda Christian Academy","1914 S. Miami Boulevard","Durham","NC",27703,"www.BCAcrusaders.org","Religious",624191.239203623,243349.543701043
247,247,59392,"Columbus","Victory Christian Academy","27139 Andrew Jackson Hwy East","Delco","NC",28436,NA,"Religious",683206.695465676,62289.2604579069
248,248,59415,"Durham","Camelot Academy","809 West Proctor Street","Durham","NC",27707,"www.camelotacademy.org","Independent",617526.960922456,248534.313694576
249,249,59393,"Columbus","Waccamaw Academy","P.O. Box 507","Whiteville","NC",28472,"www.waccamawacademy.com","Independent",636854.803152519,64062.5215586517
250,250,59416,"Durham","Cresset Christian Academy","3707 Garrett Road","Durham","NC",27707,"www.cressetchristian.org","Religious",611740.833831897,246577.741613274
251,251,59288,"Buncombe","Mount Sheba Baptist Acad.","20 Old Jupiter Road","Weaverville","NC",28787,NA,"Religious",282245.76871048,227820.804856393
252,252,59417,"Durham","Duke School","3716 Erwin Road","Durham","NC",27705,"www.dukeschool.org","Independent",612591.54979751,249466.223076383
253,253,59644,"Durham","Durham Academy","3601 Ridge Road","Durham","NC",27705,"www.da.org","Independent",612307.472119521,247132.934984133
254,254,142082,"Greene","Covenant of Faith Christian Academy","3035 Hwy. 123 North","Hookerton","NC",28538,NA,"Religious",738388.826778742,190863.297691802
255,255,85571,"Durham","Durham Nativity School","P.O. Box 3537","Durham","NC",27702,"www.durhamnativity.org","Independent",618595.83590531,249268.690918231
256,256,59373,"Buncombe","Nazarene Christian School","385 Hazel Mill Road","Asheville","NC",28806,"www.ashevillefirstnazarene.org","Religious",284184.692736575,210185.328655113
257,257,145635,"Durham","Empowered Minds Academy","1217 Holloway Street","Durham","NC",27701,NA,"Independent",620497.322392368,248993.092245622
258,258,59751,"Durham","Faith Assembly Christian Academy","3120 Fayetteville Street","Durham","NC",27707,"www.facadurham.com","Religious",617863.948998322,245450.14175413
259,259,59245,"Durham","Fellowship Baptist Academy","515 Southerland Street","Durham","NC",27703,"www.fbcofdurham.org","Religious",622160.69874418,249527.297702299
260,260,59452,"Greene","Mount Calvary Christian Acad.","P.O. Box 250","Hookerton","NC",28538,"www.mtcalvaryfwbchurch.com","Religious",737584.669769932,186298.95380461
261,261,72607,"Buncombe","New City Christian School","PO Box 6412","Asheville","NC",28816,"www.newcitychristian.com","Religious",283203.586836117,209483.508512396
262,262,59802,"Durham","Five Oaks SDA School","4124 Farrington Road","Durham","NC",27707,"www.fiveoaksschool.org","Religious",611007.426432235,243142.371966245
263,263,59394,"Craven","Annunciation Catholic School","246 E. Main Street","Havelock","NC",28532,"www.annunciationcatholicnc.org","Religious",801189.304653239,127032.930050619
264,264,92079,"Guilford","Adess Day Treatment School","2504 New Garden Road East","Greensboro","NC",27455,NA,"Independent",534745.752691836,264795.794933952
265,265,59395,"Craven","Calvary Baptist Church School","P.O. Box 1089","New Bern","NC",28563,"www.calbapt.org","Religious",788260.091265539,152185.162848201
266,266,72608,"Buncombe","New Classical Academy","671 Sand Hill Rd.","Asheville","NC",28806,"www.thenewclassicalacademy.org","Independent",281991.026967248,206937.905160833
267,267,144935,"Durham","Gift of Knowledge Academy","3026 Wake Forest Highway","Durham","NC",27703,NA,"Independent",623940.763137191,248069.941486578
268,268,59781,"Guilford","American Hebrew Academy","4334 Hobbs Road","Greensboro","NC",27410,"www.americanhebrewacademy.org","Religious",531132.035617867,261921.809204539
269,269,115762,"Durham","Global Montessori Academy","6453 NC Hwy 55","Durham","NC",27713,"www.globalmontessori.org","Independent",618954.548347387,238477.337340616
270,270,59296,"Durham","Gorman Christian Academy","3311 East Geer Street","Durham","NC",27704,"www.gormanchristian.org","Religious",626327.429132636,254424.047675373
271,271,79107,"Buncombe","Odyssey Community School","90 Zillicoa St.","Asheville","NC",28801,"www.odysseycommunity.org","Independent",286435.906982453,212184.795011997
272,272,59453,"Guilford","B'nai Shalom Day School","804-A Winview Drive","Greensboro","NC",27410,"www.bnai-shalom.org","Religious",532371.00692823,260247.28364405
273,273,59418,"Durham","Hill Center","3200 Pickett Road","Durham","NC",27705,"www.hillcenter.org","Independent",612198.120038919,246888.746838601
274,274,59371,"Buncombe","Providence Christian Academy","48 Woodland Hills Road","Asheville","NC",28804,"www.providenceasheville.com","Religious",285016.513949097,219434.16129669
275,275,59419,"Durham","Immaculata Catholic School","721 Burch Avenue","Durham","NC",27701,"www.immaculataschool.org","Religious",617402.74296358,249394.343011204
276,276,72615,"Craven","Epiphany School of Global Studies","2301 Trent Road","New Bern","NC",28562,"www.epiphany-nb.org","Independent",785030.198364368,151712.68801301
277,277,117125,"Durham","International Montessori School","3001 Academy Rd. Suite 300","Durham","NC",27707,NA,"Independent",614685.59649538,246318.521320034
278,278,59859,"Guilford","Brittain Academy","155 Northpoint Avenue, Suite 105","High Point","NC",27262,"www.brittianacademy.net","Independent",517406.455744975,248734.472633952
279,279,94999,"Durham","Just Right Academy","P.O. Box 3523","Chapel Hill","NC",27515,"www.justrightacademy.org","Independent",606764.513417518,241589.60357126
280,280,132032,"Durham","Kids R Kids RTP School","2502 Presidential Drive","Durham","NC",27703,"kidsrkidsrtp.com","Independent",623905.077028813,241193.095571391
281,281,59374,"Buncombe","Rainbow Community School","574 Haywood Road","Asheville","NC",28806,"www.rainbowcommunityschool.org","Independent",284598.822335766,208704.514563683
282,282,130776,"Guilford","Bryan School","324 S. Elm Street Suite 300","Greensboro","NC",27408,NA,"Independent",538395.240302887,257582.579022409
283,283,116601,"Durham","Kingdom School of Leadership","3026 Holloway St.","Durham","NC",27703,NA,"Religious",623948.185535563,248068.000986869
284,284,59246,"Durham","Lerner School","1935 W. Cornwallis Road","Durham","NC",27705,"www.lernerschool.org","Religious",613762.456014546,247573.439264858
285,285,59396,"Craven","Liberty Christian School","81 Shepard Street","Havelock","NC",28532,"www.libertyknights.org","Religious",801866.9441634,124862.057317382
286,286,59241,"Guilford","Caldwell Academy","2900 Horse Pen Creek Rd.","Greensboro","NC",27410,"www.caldwellacademy.org","Religious",529797.760449497,265019.92296198
287,287,59720,"Buncombe","Reynolds Mountain Christ. Acad.","20 Reynolds Mountain Blvd.","Asheville","NC",28804,"www.northashevillechristian.org","Religious",285735.439967194,216169.560778141
288,288,59420,"Durham","Liberty Christian School","3864 Guess Road","Durham","NC",27705,"www.libertychristiandurham.org","Religious",615960.983892259,256470.151910339
289,289,105004,"Durham","Lighted Pathway Academy","3501 S. Alston Avenue","Durham","NC",27704,NA,"Independent",619946.552798051,242295.456199899
290,290,59421,"Durham","Montessori Children's House Sch.","2800 Pickett Road","Durham","NC",27705,"www.mchdurham.org","Independent",613897.051472679,246797.195829984
291,291,59422,"Durham","Montessori Community School","4512 Pope Road","Durham","NC",27707,"www.mcsdurham.org","Independent",609748.464487146,242212.596987627
292,292,59290,"Guilford","Canterbury School","5400 Old Lake Jeanette Road","Greensboro","NC",27455,"www.canterburygso.org","Independent",538126.933887123,265824.49586153
293,293,59305,"Buncombe","Stone Mountain School","126 Camp Elliott Road","Black Mountain","NC",28711,"www.stonemountainschool.com","Independent",318867.874555403,201630.748727392
294,294,79135,"Durham","Montessori Farm School","2400 Broad Street, Suite 2","Durham","NC",27704,"www.montessorifarmschool.com","Independent",617629.366977359,253099.903008493
295,295,115761,"Craven","New Bern Christian Academy","2911 Old Cherry Point Rd.","New Bern","NC",28560,"www.newbernchristianacademy.com","Religious",790823.711207635,147107.717617936
296,296,59423,"Durham","Mount Zion Christian Academy","3519 Fayetteville Street","Durham","NC",27707,"www.mzcadurham.org","Religious",617968.834763256,244702.258313708
297,297,109431,"Guilford","Career Academy of Greensboro","1305 Julian Street","Greensboro","NC",27406,NA,"Independent",540141.630713745,256502.646126954
298,298,59375,"Buncombe","Swannanoa Christian Academy","P.O. Box 969","Swannanoa","NC",28778,NA,"Religious",301433.37881602,210717.509277405
299,299,92077,"Durham","New Horizons Acad of Excellence","4005 Holt School Road","Durham","NC",27704,NA,"Independent",618136.333612737,255713.089736693
300,300,128540,"Durham","Our Playhouse Preschool & Kindergarten","2400 University Drive","Durham","NC",27707,NA,"Independent",616601.537093646,246895.244863588
301,301,59397,"Craven","Ruth's Chapel Christian Sch.","2709 Oaks Road","New Bern","NC",28560,"www.ruthschapel.com","Religious",786078.984388454,154568.462964782
302,302,59713,"Durham","Quality Education Institute","800 Elmira Avenue","Durham","NC",27707,"www.qeidurham.org","Religious",618575.152445939,245472.422537398
303,303,85572,"Durham","Southpoint Academy","7415 Fayetteville Road","Durham","NC",27713,"www.southpointacademy.org","Religious",614763.904936,237756.537165903
304,304,108110,"Guilford","Carter's Circle of Care Day Treat.","200 Fisher Ave. Suite 104","High Point","NC",27602,NA,"Independent",517322.597751409,247959.887301032
305,305,59398,"Craven","St. Paul Catholic Education Ctr","3007 Country Club Road","New Bern","NC",28562,"www.stpaulsc.org","Religious",785571.502208155,149715.060742561
306,306,66136,"Buncombe","Swannanoa Valley Montessori Sch","101 Carver Avenue","Black Mountain","NC",28711,"www.swanmont.org","Independent",307041.938748582,211993.925352506
307,307,59858,"Durham","St. SYA Academy II","3102 Cedarwood Drive","Durham","NC",27707,"www.stsya.org","Independent",617262.108810196,244412.081388142
308,308,124657,"Craven","Strait Path Academy","145 Jonestown Road","Dover","NC",28526,NA,"Religious",759614.740384271,171006.249948205
309,309,141597,"Guilford","Charlotte Sports Academy","900 16th Street","Greensboro","NC",27405,NA,"Independent",539550.095924305,261980.478862571
310,310,59424,"Durham","Tabernacle of Life Chr. Sch.","2400 Sovereign Street","Durham","NC",27705,NA,"Religious",615921.584136082,252638.016236834
311,311,118337,"Durham","Treasures of Joy Christian Academy","3528 Arlington Place","Durham","NC",27707,NA,"Religious",617853.24938837,244719.428911943
312,312,59302,"Durham","Triangle Day School","4911 Neal Road","Durham","NC",27705,"www.triangledayschool.org","Independent",612049.036169064,252760.139175568
313,313,59376,"Buncombe","Temple Baptist School","985 1/2 Patton Avenue","Asheville","NC",28806,"www.templebaptistasheville.com","Religious",284352.603096349,209654.067165624
314,314,59244,"Durham","Trinity School of Durham & CH","4011 Pickett Road","Durham","NC",27705,"www.trinityschoolnc.org","Religious",610277.118652033,246935.468260521
315,315,59455,"Guilford","Covenant Christian Day School","1414 Cliffwood Drive","Greensboro","NC",27406,"www.ccdsgso.org","Religious",535958.538470423,254166.050891733
316,316,85563,"Craven","Swift Creek Mennonite School","1283 Honolulu Road","Grifton","NC",28530,NA,"Religious",765083.42616966,180590.278144615
317,317,59619,"Durham","Tutorial -1/2 Christian Schools","6500 Englehardt Drive","Raleigh","NC",27617,NA,"Religious",632728.237709162,239868.308408419
318,318,108107,"Buncombe","Timbersong Academy","531 Upper Flat Creek Rd.","Weaverville","NC",28787,NA,"Independent",292393.670076774,227281.393670853
319,319,92078,"Durham","Union Independent School","311 Dowd Street","Durham","NC",27701,NA,"Independent",619263.0535684,249645.13322581
320,320,100548,"Guilford","Crusade Baptist Academy","2919 Huffine Mill Rd.","Gibsonville","NC",27249,NA,"Religious",551217.268200686,266136.235990269
321,321,124650,"Cumberland","Academy at New Life","PO Box 622","Hope Mills","NC",28348,"www.newlifehopemills.com","Religious",614526.203367179,135261.970500676
322,322,131451,"Durham","Veritas Collaborative School","4024 Stirrup Creek Drive","Durham","NC",27703,NA,"Independent",623839.958831778,240537.353614062
323,323,59426,"Forsyth","Berean Christian School","4135 Thomasville Road","Winston-Salem","NC",27107,"www.wpipbereanradio.org","Religious",502970.53780814,254771.21085494
324,324,59428,"Forsyth","Bishop McGuinness Catholic H. S.","1725 NC Highway 66 South","Kernersville","NC",27284,"www.bmhs.us","Religious",513896.286341082,258739.373445453
325,325,85577,"Guilford","Faith Christian Academy","512 Kivet Dairy Road","McLeansville","NC",27301,"www.faithca.com","Religious",550832.591337715,256876.385681212
326,326,133778,"Burke","Christ Classical Academy","PO Box 2275","Morganton","NC",28680,NA,"Religious",365048.30476029,225066.513969004
327,327,59281,"Cumberland","Adventist Christian School","2601 Lone Pine Dr.","Fayetteville","NC",28306,"www.facs.faysda.org","Religious",617996.719898816,140861.811727768
328,328,59429,"Forsyth","Brookside Montessori School","736 Piney Grove Road","Kernersville","NC",27284,"www.brooksidemontessori.org","Independent",513332.587461008,265438.395821948
329,329,133777,"Guilford","God's Heritage Christian Dayschool","3717 Sunnycrest Ave.","Greensboro","NC",27405,NA,"Religious",542381.117980462,259389.493073821
330,330,59430,"Forsyth","Calvary Day School","5000 Country Club Road","Winston-Salem","NC",27104,"www.cbdscougars.com","Religious",488028.030758445,259819.686493479
331,331,94480,"Burke","Hand in Hand Day Treatment Sch","205 S. Main Street","Drexel","NC",28619,"www.huhfy.com","Independent",374071.81616117,225655.806940917
332,332,59431,"Forsyth","Cedar Forest Christian School","4634 Shattalon Drive","Winston-Salem","NC",27106,"www.cedarforestchurch.com","Religious",489552.500757365,268310.122260293
333,333,79110,"Cumberland","Bal-Perazim Christian Academy","4921 Bragg Boulevard","Fayetteville","NC",28303,"www.balperazim.org  ""link"" B P Academy","Religious",613731.821545058,148857.285651211
334,334,129594,"Guilford","Greater Vision Academy","2367 Wagoner Rd.","Gibsonville","NC",27249,"www.greatervisionnc.com","Religious",558605.794884057,263617.3027134
335,335,119216,"Forsyth","Elite Preparatory Academy","704 Bank Street","Winston Salem","NC",27101,NA,"Independent",497084.176937081,260049.862113168
336,336,59432,"Forsyth","Ephesus Junior Academy","1225 North Cleveland Avenue","Winston-Salem","NC",27101,"www.ejacademy.org","Religious",498804.669008146,262573.267749228
337,337,124653,"Forsyth","Eunice Kennedy Shriver Day School","725 Waughtown Street","Winston-Salem","NC",27107,NA,"Independent",499416.166111316,257996.930117596
338,338,59399,"Cumberland","Berean Baptist Academy","518 Glensford Drive","Fayetteville","NC",28314,"www.bbafnc.org","Religious",612988.338347351,144981.230706371
339,339,59645,"Guilford","Greensboro Day School","5401 Lawndale Drive","Greensboro","NC",27455,"www.greensboroday.org","Independent",534387.873797226,266687.453234633
340,340,135974,"Forsyth","Faith Academy Christian School","2305 Elbon Drive","Winston-Salem","NC",27105,NA,"Religious",500285.359209202,263652.585797057
341,341,59725,"Forsyth","First Christian Academy","1130 N. Main Street","Kernersville","NC",27284,"www.gofcaknights.com","Religious",515057.276495935,265563.799669268
342,342,59434,"Forsyth","Forsyth Country Day School","P.O. Box 549","Lewisville","NC",27023,"www.fcds.org","Independent",482070.642745311,261324.703557881
343,343,100544,"Cumberland","Cape Fear Christian School","301 Hope Mills Road","Fayetteville","NC",28304,NA,"Religious",613166.408780266,143098.961513586
344,344,59854,"Guilford","Greensboro Islamic Academy","2023 16th Street","Greensboro","NC",27405,"www.giaschool.com","Religious",541258.52975537,261682.46619997
