"OBJECTID","LEA_SCHOOL","PTMOVED","COMMENTS","REVIEWED","SCHOOL_NAM","PRINCIPAL","STREET_LON","PHYS_ADDR","PHYS_CITY","PHYS_ZIP","PHONE","MAIL_ADDR","MAIL_CITY","MAIL_ZIP","FAX","URL_ADDRES","COUNTY","ACCR_STAT","SCH_DESG","SCH_TYPE","SCH_PTYPE","SCH_CTYPE","EXT_HOURS","NUM_TEACH","BGN_GRADE","END_GRADE","PRE_K","ELEM","MIDDLE","HIGH","EARLY_COLL","coords.x1","coords.x2"
2273,"10303",NA,"point verified","1","AlamanceBurlington Middle College","Bonnie Roane","1247 Jimmie Kerr Road","1247 Jimmie Kerr Road","Graham",27253,"3365064001","PO Box 8000","Graham",27253,"3365064004","http://amc.abss.k12.nc.us","Alamance",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",6,"09","12",NA,NA,NA,"yes",NA,577644.812600002,257092.781399999
2274,"740362",NA,NA,NA,"Hope Middle","Mike Pollard","2995 Mills Road","2995 Mills Road","Greenville",27858,"2523557071","2995 Mills Road","Greenville",27858,"2523556055","http://www.pitt.k12.nc.us","Pitt","SA","Public","Regular School","None","Traditional","-",40,"06","08",NA,NA,"yes",NA,NA,764924.9375,196990.328200001
2275,"180325",NA,NA,NA,"Challenger Early College High","Heather Benfield","2550 Hwy 70 SE","2550 Hwy 70 SE","Hickory",28602,"8284852980","2550 Hwy 70 SE","Hickory",28602,"8284852981","http://www.catawbaschools.net/schools/Challenger/","Catawba",NA,"Public","Regular School","Early College","Traditional","-",14,"09","13",NA,NA,NA,"yes","yes",402614.875200003,218762.015799999
2276,"290315",NA,"point verified","1","Davidson Early College","Larry Allred","297 DCCC Road","297 DCCC Road","Lexington",27295,"3362425686","PO Box 1287","Lexington",27293,"3362425688","http://www.davidson.k12.nc.us/education/school/sc","Davidson",NA,"Public","Regular School","Early College","Traditional","-",8,"09","13",NA,NA,NA,"yes","yes",502727.1875,235050.578000002
2277,"920369",NA,"point verified","1","Cedar Fork Elementary","Kathleen Marynak","1050 Town Hall Drive","1050 Town Hall Drive","Morrisville",27560,"9193885240","1050 Town Hall Drive","Morrisville",27560,"9194626824","http://cedarforkes.wcpss.net","Wake",NA,"Public","Regular School","None","Traditional","-",50,"KG","05",NA,"yes",NA,NA,NA,624053.792300001,231493.916099999
2278,"390700",NA,NA,NA,"JF Webb High School Of Health And Life S","Reginald Brooks","3200 Webb Road","3200 Webb Road","Oxford",27565,"9196936411","3200 Webb Road","Oxford",27565,"9196936079","http://www.gcs.k12.nc.us/jfwhshls","Granville",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",12,"09","12",NA,NA,NA,"yes",NA,645339.9375,287499.844000001
2279,"470443",NA,NA,NA,"SandHoke Early College High","Colleen Pegram","1110 East Central Avenue","1110 East Central Avenue","Raeford",28376,"9108785806","1110 East Central Avenue","Raeford",28376,"9108785807","http://shec.hcs.k12.nc.us/","Hoke",NA,"Public","Regular School","Early College","Traditional","-",11,"09","13",NA,NA,NA,"yes","yes",588307.874899998,135859.265500002
2280,"920342",NA,"point verified","1","Brier Creek Elementary","Sandy Chambers","9801 Brier Creek Parkway","9801 Brier Creek Parkway","Raleigh",27617,"9194844747","9801 Brier Creek Parkway","Raleigh",27617,"9194844724","http://briercreekes.wcpss.net/","Wake",NA,"Public","Regular School","None","Year Round","-",52,"KG","05",NA,"yes",NA,NA,NA,627185.224200003,238707.502900001
2281,"530343",NA,NA,NA,"Southern Lee High School","Bonnie Almond","2301 Tramway Road","2301 Tramway Road","Sanford",27332,"9197182400","2301 Tramway Road","Sanford",27332,"9197182410","http://www.lee.k12.nc.us/schools/slhs/lcs/frontpa","Lee","SA","Public","Regular School","None","Traditional","-",75,"09","12",NA,NA,NA,"yes",NA,592474.500200003,187269.531199999
2282,"510357",NA,NA,NA,"Johnston Co Middle College","Ray Stott","245 College Rd","245 College Rd","Smithfield",27577,"9194642303","PO Box 2350","Smithfield",27577,"9194642300","http://johnstoncounty.nc.schoolwebpages.com/educa","Johnston",NA,"Public","Regular School","Cooperative Innovative HS","Modified","-",8,"10","12",NA,NA,NA,"yes",NA,669701.562600002,194448.796999998
2283,"900393","yes, 2012","down the street","1","Marvin Ridge High","Tim Conner","2825 Crane Road","2825 Crane Road","Waxhaw",28173,"7042901520","2825 Crane Road","Waxhaw",28173,"7042430012","http://mrhs.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",73,"09","12",NA,NA,NA,"yes",NA,445729.791500002,137160.2744
2284,"650348",NA,NA,NA,"Murrayville Elementary","Tim Dominowski","225 Mabee Way","225 Mabee Way","Wilmington",28411,"9197905067","225 Mabee Way","Wilmington",28411,"9197905068",NA,"New Hanover",NA,"Public","Regular School","None","Traditional","-",39,"KG","05",NA,"yes",NA,NA,NA,715565.624799997,62149.0119000003
2285,"740330",NA,NA,NA,"Creekside Elementary","Carla Frinsko","431 Forlines Road","431 Forlines Road","Winterville",28590,"2523535253","431 Forlines Road","Winterville",28590,"2523538107","http://www.pitt.k12.nc.us","Pitt","SA","Public","Regular School","None","Traditional","-",45,"PK","05","yes","yes",NA,NA,NA,753117.812299997,199352.749899998
2286,"90365",NA,"point verified","1","Tar Heel Middle","Clarissa Kelly","Hwy 87 West","14888 Hwy 87 West","Tar Heel",28392,"9108622475","PO Box 128","Tar Heel",28392,"9108725599","http://www.bladen.k12.nc.us","Bladen",NA,"Public","Regular School","None","Traditional","-",27,"05","08",NA,NA,"yes",NA,NA,628342.4375,109491.710999999
2287,"230304",NA,"point verified","1","Bethware Elementary","Jennifer Wampler","115 Bethware Drive","115 Bethware Drive","Kings Mountain",28086,"7044768346","115 Bethware Drive","Kings Mountain",28086,"7047345606","http://www.clevelandcountyschools.org","Cleveland","SA","Public","Regular School","None","Traditional","-",28,"PK","04","yes","yes",NA,NA,NA,389980.463200003,168914.410999998
2288,"230350",NA,NA,NA,"Kings Mountain High","Ronny Funderburke","500 Phifer Road","500 Phifer Road","Kings Mountain",28086,"7044768330","500 Phifer Road","Kings Mountain",28086,"7047341723","http://www.clevelandcountyschools.org","Cleveland","SA","Public","Regular School","None","Traditional","-",90,"09","12",NA,NA,NA,"yes",NA,393947.531400003,167199.7031
2289,"230342",NA,"point verified","1","Graham Elementary","Bob Luckadoo","1100 Blanton Street","1100 Blanton Street","Shelby",28150,"7044768386","1100 Blanton Street","Shebly",28150,"7044872868","http://www.clevelandcountyschools.org","Cleveland","SA","Public","Regular School","None","Traditional","-",23,"PK","04","yes","yes",NA,NA,NA,376866.343199998,173693.217999998
2290,"230346","yes, 2012","down the street","1","James Love Elementary","Sherri Sharpe","309 James Love Road","309 James Love Road","Shelby",28152,"7044768385","309 James Love Road","Shelby",28152,"7044872882","http://www.clevelandcountyschools.org","Cleveland","SA","Public","Regular School","None","Traditional","-",23,"PK","04","yes","yes",NA,NA,NA,376072.769699998,171202.3233
2291,"430358",NA,NA,NA,"LillingtonShawtown Elementary","Clara Clinton","855 Old US 421","855 Old US 421","Lillington",27546,"9108933483","855 Old US 421","Lillington",27546,"9108938243","http://www.harnett.k12.nc.us/Schools/LSES/index.h","Harnett",NA,"Public","Regular School","None","Traditional","-",48,"P0","05",NA,"yes",NA,NA,NA,623888.6875,182413.781100001
2292,"500314","yes, 2008",NA,"1","Fairview Elementary","Carolyn Pannell","251 Big Orange Way","251 Big Orange Way","Sylva",28779,"8285862819","251 Big Orange Way","Sylva",28779,"8285863462","https://www.jcps.k12.nc.us/Schools/fes/Pages/defa","Jackson","SA","Public","Regular School","None","Traditional","-",47,"KG","08",NA,NA,"yes",NA,NA,228502.859499998,186186.906399999
2293,"500340","yes, 2008",NA,"1","Smoky Mountain High","Jay Grissom","100 Smoky Mountain Drive","100 Smoky Mountain Drive","Sylva",28779,"8285862177","100 Smoky Mountain Drive","Sylva",28779,"8285862374","https://www.jcps.k12.nc.us/Schools/smh/Pages/defa","Jackson","SA","Public","Regular School","None","Traditional","-",61,"09","12",NA,NA,NA,"yes",NA,228118.859200001,185991.4219
2294,"500332","yes, 2008",NA,"1","Scotts Creek Elementary","Wanda Fernandez","516 Parris Branch","516 Parris Branch","Sylva",28779,"8286312740","516 Parris Branch","Sylva",28779,"8286312478","https://www.jcps.k12.nc.us/Schools/sce/Pages/defa","Jackson","SA","Public","Regular School","None","Traditional","-",27,"KG","08",NA,NA,"yes",NA,NA,230225.203000002,192010.859200001
2295,"920597",NA,"point verified","1","Wakelon Elementary","Thaddeus Sherman","8921 Pippin Rd","8921 Pippin Rd","Zebulon",27597,"9194043844","8921 Pippin Rd","Zebulon",27597,"9194043766","http://wakelones.wcpss.net","Wake",NA,"Public","Regular School","None","Traditional","-",37,"KG","05",NA,"yes",NA,NA,NA,664359.874799997,228073.875
2296,"86T000","yes, 2012","down the street","1","Millennium Charter Academy","Kirby McCrary","500 Old Springs Rd","500 Old Springs Rd","Mount Airy",27030,"3367897570","500 Old Springs Rd","Mount Airy",27030,"3367898445","http://www.mcacademy.com/","Surry",NA,"Charter","Regular School","None","Traditional","-",32,"KG","08",NA,NA,"yes",NA,NA,466507.131800003,308083.183200002
2297,"80311","yes, 2012","down the street","1","Bertie Early College High","Andrew Harris","819 Governor's Rd","819 Governor's Rd","Windsor",27983,"2527942358","819 Governor's Rd",NA,0,"2527943407","http://www.earlycollege.bertie.k12.nc.us","Bertie",NA,"Public","Regular School","Early College","Traditional","-",7,"09","13",NA,NA,NA,"yes","yes",788515.3477,255200.541299999
2298,"80314","yes, 2012","down the street","1","Bertie Middle","Carson Watford","652 US 13 North","652 US 13 North","Windsor",27983,"2527942143","652 US 13 North",NA,0,"2527944024","http://www.bertiemiddle.bertie.k12.nc.us","Bertie",NA,"Public","Regular School","None","Traditional","-",41,"06","08",NA,NA,"yes",NA,NA,792873.842,256782.540199999
2299,"80700","yes, 2012","down the street","1","Bertie STEM High","Deborah Carroll","715 US 13 North","715 US 13 North","Windsor",27983,"2527945820","715 US 13 North",NA,0,"2527945815","http://bertiestem.bertie.k12.nc.us/","Bertie",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",15,"09","12",NA,NA,NA,"yes",NA,792336.008299999,257015.091899998
2300,"110323",NA,"point verified","1","Buncombe County Middle College","Bonnie Johnston","340 Victoria Road","340 Victoria Road","Asheville",28801,"8282324123","340 Victoria Road","Asheville",28801,"8282324165","http://www.buncombe.k12.nc.us/bcmc","Buncombe",NA,"Public","Alternative Education","Cooperative Innovative HS","Traditional","-",6,"09","13",NA,NA,NA,"yes","yes",287330.301700003,207691.964000002
2301,"120370","yes, 2012","down the street","1","Robert L. Patton High School","Kathy Amos","701 Enola Road","701 Enola Road","Morganton",28655,"8284333000","701 Enola Road","Morganton",28655,"8284333001","http://www.burke.k12.nc.us/phs/","Burke",NA,"Public","Regular School","None","Traditional","-",63,"09","12",NA,NA,NA,"yes",NA,367956.687799998,219899.180100001
2302,"130333","yes, 2012","across town",NA,"Performance Learning Center","Kevin Blackburn","1885 Odell School Rd","133 Stonecrest Circle SW","Concord",28027,"7047955994","133 Stonecrest Circle SW","Concord",28027,"7047955994","http://www.ccsweb.cabarrus.k12.nc.us/education/co","Cabarrus",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",9,"06","08",NA,NA,"yes",NA,NA,464759.283500001,180530.207199998
2303,"130335",NA,NA,NA,"Long School","Alicianna Smith","310 Kerr St NW","310 Kerr St NW","Concord",28025,"7047843614","310 Kerr St NW","Concord",28025,"7047888039",NA,"Cabarrus",NA,"Public","Regular School","None","Traditional","-",1,"KG","KG",NA,NA,NA,NA,NA,464605.812700003,185615.921799999
2304,"260374",NA,NA,NA,"Fuller Performance Learning Center","Vernon Lowery","314 Jasper St","314 Jasper St","Fayetteville",28301,"9104886262","314 Jasper St","Fayetteville",28301,"9104883633","http://www.fplchs.ccs.k12.nc.us","Cumberland",NA,"Public","Alternative Education","Cooperative Innovative HS","Traditional","-",6,"09","12",NA,NA,NA,"yes",NA,618655.687600002,148335.890799999
2305,"320322","yes, 2012","across town","1","Durham's Performance Learning Center","Danny Gilfort","1058 West Club Blvd","401 North Driver Street","Durham",27703,"9195609190","401 North Driver Street","Durham",27701,"9195602214","http://www.dplc.dpsnc.net","Durham",NA,"Public","Alternative Education","None","Traditional","-",10,"08","12",NA,NA,NA,"yes",NA,620509.645300001,248426.279300001
2306,"320389",NA,NA,NA,"WG Pearson Magnet Middle","Valerie Griffin-Andrews","600 E Umstead St","600 E Umstead St","Durham",27701,"9195602208","600 E Umstead St","Durham",27701,"9195603802","http://wgpearsonms.dpsnc.net/","Durham",NA,"Public","Regular School","None","Traditional","-",26,"06","08",NA,NA,"yes",NA,NA,618876.875,247659.265700001
2307,"320700",NA,NA,NA,"Southern School of Engineering","Darneise Massey INTERIM","800 Clayton Rd","800 Clayton Rd","Durham",27703,"9195609184","800 Clayton Rd","Durham",27703,"9195603848","http://southernsoe.dpsnc.net/","Durham",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",11,"09","12",NA,NA,NA,"yes",NA,624689.562299997,249772.296799999
2308,"320701",NA,NA,NA,"Hillside New Tech High","Desmond Caldwell","3727 Fayetteville St","3727 Fayetteville St","Durham",27707,"9195609183","3727 Fayetteville St","Durham",27707,"9195603686","http://www.newtech.dpsnc.net/","Durham",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",20,"09","12",NA,NA,NA,"yes",NA,618130.437399998,244395.7969
2309,"340531",NA,NA,NA,"The Special Children's School","Sandra Gilmer","4505 Shattalon Dr","4505 Shattalon Dr","Winston-Salem",27106,"3369249309","4505 Shattalon Dr","Winston-Salem",27106,"336924388","http://wsfcsel.schoolwires.net/scs/site/default.a","Forsyth",NA,"Public","Exceptional Children","None","Traditional","-",2,"KG","05",NA,"yes",NA,NA,NA,489519.281199999,267132.156300001
2310,"390322","yes, 2012","down the street","1","Granville Central High","Brian Mathis","2043 Sanders Road","2043 Sanders Road","Stem",27581,"9195285530","2043 Sanders Road","Stem",27581,"9195285574","http://www.gcs.k12.nc.us/gchs","Granville",NA,"Public","Regular School","None","Traditional","-",39,"09","12",NA,NA,NA,"yes",NA,637722.935199998,273289.408599999
2311,"390705",NA,NA,NA,"S Granville HS of Integ Tech & Lead","Kathy Fuerst","701 North Crescent Drive","701 N Crescent Drive","Creedmoor",27522,"9195285533","701 N Crescent Drive","Creedmoor",27522,"9195285577","https://www.gcs.k12.nc.us/sghsbgc","Granville",NA,"Public","Regular School","None","Traditional","-",37,"09","12",NA,NA,NA,"yes",NA,638982.437399998,263460.375100002
2312,"410396",NA,NA,NA,"High School Ahead Academy","Michelle Hayes","329 College Rd","329 College Rd","Greensboro",27410,"3362947640","329 College Rd","Greensboro",27410,"3362947643","http://www.gcsnc.com/schools/special/HSA/index.ht","Guilford",NA,"Public","Alternative Education","None","Traditional","-",15,"08","08",NA,NA,"yes",NA,NA,529040.749899998,258888.968699999
2313,"410398",NA,NA,NA,"Doris Henderson Newcomers School","Candice Wright","411 Friendway Rd","411 Friendway Rd","Greensboro",27410,"3363165883","411 Friendway Rd","Greensboro",27410,"3363167092","http://schoolcenter.gcsnc.com/education/school/sc","Guilford",NA,"Public","Regular School","Magnet","Traditional","-",23,"03","12",NA,NA,NA,"yes",NA,528306.749899998,258908.734499998
2314,"410489",NA,NA,NA,"Northern Guilford High","William Laine","7101 Spencer Dixon Rd","7101 Spencer Dixon Rd","Greensboro",27455,"3366438449","7101 Spencer Dixon Rd","Greensboro",27455,"3366442589",NA,"Guilford",NA,"Public","Regular School","None","Traditional","-",59,"09","12",NA,NA,NA,"yes",NA,537489.500100002,272711.406500001
2315,"510364","yes, 2012","down the street","1","Archer Lodge Middle","Betsy Huddleston","740 Wendell Rd","762 Wendell Rd","Wendell",27591,"9195530714","762 Wendell Rd","Wendell",27591,"9195538540","http://johnstoncounty.nc.schoolwebpages.com/educa","Johnston",NA,"Public","Regular School","None","Traditional","-",45,"06","08",NA,NA,"yes",NA,NA,667028.330499999,216829.244199999
2316,"550349",NA,NA,NA,"Pumpkin Center Intermediate","Misha Rogers","3980 King Wilkinson Road","3980 King Wilkinson Road","Lincolnton",28092,"7047361504","3980 King Wilkinson Road","Lincolnton",28092,"7047361177",NA,"Lincoln",NA,"Public","Regular School","None","Traditional","-",20,"03","05",NA,"yes",NA,NA,NA,415988.125,198304.375100002
2317,"600383",NA,NA,NA,"Elon Park Elementary","Charles Fortuna","11830 Tom Short Road","11425 Ardrey Kell Rd","Charlotte",28277,"9803431440","11425 Ardrey Kell Rd","Charlotte",28277,"9803431439","http://schools.cms.k12.nc.us/elonparkES","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",58,"KG","05",NA,"yes",NA,NA,NA,446081.125100002,146057.046999998
2318,"600445",NA,NA,NA,"Mallard Creek High","Nancy Brightwell","3901 Johnston Oehler Road","3825 Johnston Oehler Rd","Charlotte",28269,"9803431341","3825 Johnston Oehler Rd","Charlotte",28269,"9803431342","http://schools.cms.k12.nc.us/mallardcreekHS","Mecklenburg",NA,"Public","Regular School","None","Traditional","-",113,"09","12",NA,NA,NA,"yes",NA,449084.906199999,180845.171799999
2319,"650394","yes, 2012","down the street","1","Wilmington Early College High","Ivy Murrain","4500 Blue Clay Rd","4500 Blue Clay Rd Suite 234","Castle Hayne",28429,"9103627789","4500 Blue Clay Rd Suite 234","Castle Hayne",28429,"9103627424","http://www.nhcs.k12.nc.us/wechs/","New Hanover",NA,"Public","Regular School","Early College","Traditional","-",6,"09","13",NA,NA,NA,"yes","yes",712664.752999999,64247.7641999982
2320,"770349","yes, 2012","down the street","1","Richmond Early College High","Michael Chapman","1042 W Hamlet Ave","1042 W Hamlet Ave","Hamlet",28345,"9104101922","PO Box 1189","Hamlet",28345,"9105827160","http://rech.richmondk12.org/","Richmond",NA,"Public","Regular School","Early College","Traditional","-",9,"09","13",NA,NA,NA,"yes","yes",544786.719899997,128016.256099999
2321,"800347",NA,NA,NA,"Shive Elementary","Zebbie Bondurant","655 Holshouser Road","655 Holshouser Rd","Rockwell",28138,"7042792899","655 Holshouser Rd","Rockwell",28138,"7042790499","http://www.rss.k12.nc.us/schoolpgs/shive/shive.ht","Rowan",NA,"Public","Regular School","None","Traditional","-",31,"PK","05","yes","yes",NA,NA,NA,479495.1875,199676.531399999
2322,"840370","yes, 2012","across town","1","Stanly Academy Learning Center","Mike Campbell","1503 W Main St","1121 Austin Street","Albemarle",28001,"7049822614","1121 Austin Street","Albemarle",28001,"7049822616","http://academyscs.sharpschool.com/","Stanly",NA,"Public","Alternative Education","None","Traditional","-",11,"06","12",NA,NA,"yes","yes",NA,499663.662,179525.872200001
2323,"900303",NA,"point verified","1","Rea View Elementary","Donna Cook","320 Reid Dairy Road","320 Reid Dairy Road","Waxhaw",28173,"7042901524","320 Reid Dairy Road","Waxhaw",28173,"7048451653","http://reaview.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",42,"KG","05",NA,"yes",NA,NA,NA,447662.063600004,141909.9164
2324,"900305",NA,"point verified","1","New Town Elementary","Priscilla Davis","1100 Waxhaw-Indian Tr. Rd.","1100 WaxhawIndian Tr. Rd.","Waxhaw",28173,"7042901525","1100 WaxhawIndian Tr. Rd.","Waxhaw",28173,"7048438422","http://newtown.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",53,"KG","05",NA,"yes",NA,NA,NA,454020.375200003,137423.093899999
2325,"900307",NA,"point verified","1","Rocky River Elementary","Sherry Richardson","500 N. Rocky River Road","500 N. Rocky River Road","Monroe",28110,"7042901523","500 N. Rocky River Road","Monroe",28110,"7042921395","http://rockyriver.ucps.k12.nc.us","Union","SA","Public","Regular School","None","Traditional","-",54,"PK","05","yes","yes",NA,NA,NA,462679.354599997,139230.999899998
2326,"920403",NA,"point verified","1","East Garner Elementary","Kimberly Burton","5545 Jones Sausage Road","5545 Jones Sausage Road","Garner",27529,"9197737411","5545 Jones Sausage Road","Garner",27529,"9197737415","http://eastgarneres.wcpss.net","Wake",NA,"Public","Regular School","None","Year Round","-",41,"KG","05",NA,"yes",NA,NA,NA,646909.575099997,217251.5594
2327,"920702","yes, 2012","across town","1","East Wake School of Arts Education and G","Ericka Lucas","5101 Rolesville Road","5101 Rolesville Road","Wendell",27591,"9193652642","5101 Rolesville Road","Wendell",27591,"9193652653","http://ewhs.wcpss.net/","Wake",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",30,"09","12",NA,NA,NA,"yes",NA,661595.128700003,228955.7445
2328,"920703","yes, 2012","across town","1","East Wake School of Engineering","Sebastian Shipp","5101 Rolesville Road","5101 Rolesville Road","Wendell",27591,"9193652629","5101 Rolesville Road","Wendell",27591,"9193651587","http://ewhs.wcpss.net/","Wake",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",29,"09","12",NA,NA,NA,"yes",NA,661572.638999999,228992.7863
2329,"930700",NA,NA,NA,"Warren New Tech High","Iris Castellon-Dethmers","427 W Franklin St","219 US Hwy 158 Bypass","Warrenton",27589,"2522573676","219 US Hwy 158 Bypass","Warrenton",27589,"2522572212","http://www.warrenk12nc.org/schools.php?id=12","Warren",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",14,"09","12",NA,NA,NA,"yes",NA,685397.250200003,294583.4998
2330,"960700",NA,NA,NA,"Wayne School of Engineering","Gary Hales","700 N Herman Street","700 N Herman Street","Goldsboro",27530,"9197340070","700 N Herman Street","Goldsboro",27530,"9197340072","http://www.waynecountyschools.org/700/","Wayne","SA","Public","Regular School","Cooperative Innovative HS","Traditional","-",17,"09","12",NA,NA,NA,"yes",NA,702129.875,181945.500100002
2331,"990332","yes, 2012","down the street","1","Yadkin Early College","Tracy Kimmer","4649 Highway 601","4649 Highway 601","Yadkinville",27055,"3366794600","4649 Highway 601","Yadkinville",27055,"3366793210",NA,"Yadkin",NA,"Public","Regular School","Early College","Traditional","-",9,"09","13",NA,NA,NA,"yes","yes",458981.231299996,267300.436000001
2332,"32L000","yes, 2012","down the street","1","Voyager Academy","Carl Forsyth","4238 Technology Dr","101 Hock Parc","Durham",27704,"9194333301","101 Hock Parc","Durham",27704,"9194333305","http://www.voyageracademy.net/","Durham",NA,"Charter","Regular School","None","Traditional","-",60,"03","10",NA,NA,NA,"yes",NA,618950.488899998,254683.598099999
2333,"51A000",NA,NA,NA,"Neuse Charter School","Joel Erby","605 W Noble St","909 Booker Dairy Rd","Smithfield",27577,"9199381077","P.O. Box 30","Smithfield",27577,"9199381079","http://www.neusecharterschool.org","Johnston","SA","Charter","Regular School","None","Traditional","-",37,"KG","10",NA,NA,NA,"yes",NA,673961.25,198418.828200001
2334,"60K000",NA,NA,NA,"Charlotte Secondary School","Beth Warshauer","8310 McAlpine Park Dr","8310 McAlpine Park Dr","Charlotte",28211,"7042950137","8310 McAlpine Park Dr","Charlotte",28211,"7042950156","http://www.charlottesecondary.org","Mecklenburg",NA,"Charter","Regular School","None","Traditional","-",19,"06","08",NA,NA,"yes",NA,NA,450101.250200003,157331.781399999
2335,"300337",NA,"point verified","1","William Ellis Middle","Alicia Holman","144 William Ellis Drive","144 William Ellis Drive","Advance",27006,"3369982007","144 William Ellis Drive","Advance",27006,"3369986249","http://www.wems.davie.k12.nc.us","Davie",NA,"Public","Regular School","None","Traditional","-",37,"06","08",NA,NA,"yes",NA,NA,482634.9168,242654.265999999
2336,"10312","yes, 2012","down the street","1","Highland Elementary","Nan Wooten","3720 Bonner Bridge Parkway","3720 Bonnar Bridge Parkway","Burlington",27215,"3365388700","3720 Bonnar Bridge Parkway",NA,0,"3365388705","http://hle.abss.k12.nc.us","Alamance",NA,"Public","Regular School","None","Traditional","-",39,"KG","05",NA,"yes",NA,NA,NA,562940.710000001,256274.952500001
2337,"40304",NA,"point verified","1","Anson Co. Early College High","Deborah Davis","680 Highway 74 West","680 Highway 74 West","Polkton",28135,"7042725395","680 Highway 74 West",NA,0,"7042726155","http://www.ansonschools.org","Anson",NA,"Public","Regular School","Early College","Traditional","-",9,"09","13",NA,NA,NA,"yes","yes",499073.218699999,139432.265799999
2338,"40700",NA,"point verified","1","Anson New Tech High","Chris Stinson","96 Anson High School Road","118 W. Ashe Street","Wadesboro",28170,"7046947447","118 W. Ashe Street",NA,0,"7046947447","http://www.anson.k12.nc.us/anths/AnsonNewTech.html","Anson",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",8,"09","12",NA,NA,NA,"yes",NA,508961.937399998,136840.656199999
2339,"130321",NA,"point verified","1","Carl A Furr Elementary","James Roberts","2725 Clover Road","2725 Clover Road","Concord",28027,"7047884300","2725 Clover Road","Concord",28027,"7047959332",NA,"Cabarrus",NA,"Public","Regular School","None","Traditional","-",54,"KG","05",NA,"yes",NA,NA,NA,456374.375,181773.796999998
2340,"130325","yes, 2012","across the street","1","Charles E Boger Elementary","Phyllis Phifer","5150 Dove Field Lane","5150 Dove Field Lane","Concord",28027,"7047881600","5150 Dove Field Lane","Concord",28027,"7047881600",NA,"Cabarrus",NA,"Public","Regular School","None","Traditional","-",51,"KG","05",NA,"yes",NA,NA,NA,458657.485399999,190331.4386
2341,"130332",NA,"point verified","1","Hickory Ridge High","Dan Meehan","7321 Raging Ridge Road","7321 Raging Ridge Road","Harrisburg",28075,"7044547300","7321 Raging Ridge Road","Harrisburg",28075,"7044547300",NA,"Cabarrus",NA,"Public","Regular School","None","Traditional","-",81,"09","12",NA,NA,NA,"yes",NA,460985.781199999,174285.625100002
2342,"180323",NA,"point verified","1","Catawba Rosenwald Education Center","Tim Conaway","403 6th Ave SW","403 6th Ave SW","Catawba",28609,"8282412734","403 6th Ave SW","Catawba",28609,"8282414999","http://www.catawbaschools.net/schools/Rosenwald/d","Catawba",NA,"Public","Exceptional Children","None","Traditional","-",11,"05","12",NA,NA,"yes","yes",NA,421794.001999997,218555.674800001
2343,"190370",NA,"point verified","1","Virginia Cross Elementary","Allison Buckner","234 Cross School Road","234 Cross School Road","Siler City",27344,"9197424279","234 Cross School Road","Siler City",27344,"9197425266","http://www.chatham.k12.nc.us/vce/index.html","Chatham",NA,"Public","Regular School","None","Traditional","-",35,"PK","05","yes","yes",NA,NA,NA,569705.299099997,217839.853599999
2344,"250316",NA,"point verified","1","Creekside Elementary","Linda Clifton","2790 Landscape Drive","2790 Landscape Drive","New Bern",28562,"2525144360","2790 Landscape Drive","New Bern",28562,"2525144365","http://teacherweb.craven.k12.nc.us/CES/","Craven",NA,"Public","Regular School","None","Traditional","-",33,"KG","05",NA,"yes",NA,NA,NA,790110.924999997,143484.565400001
2345,"300314",NA,NA,NA,"Davie County Early College High","Melissa Lynch","1205 Salisbury Road","1211 Salisbury Road","Mocksville",27028,"3367530888","1211 Salisbury Road","Mocksville",27028,"3367516021","http://www.dcechs.davie.k12.nc.us","Davie",NA,"Public","Regular School","Early College","Traditional","-",6,"09","13",NA,NA,NA,"yes","yes",469188.364200003,236394.9168
2346,"340703",NA,NA,NA,"Jacket Academy at Carver High","Ronald Travis","3545 Carver School Rd","3545 Carver School Rd","Winston-Salem",27105,"3367272987","3545 Carver School Rd","Winston-Salem",27105,"3367278211","http://www.wsfcs.k12.nc.us/ja","Forsyth",NA,"Public","Regular School","Cooperative Innovative HS","Traditional","-",3,"09","12",NA,NA,NA,"yes",NA,501001.375,265270.031300001
2347,"400315",NA,NA,NA,"Greene Early College High","Patrick Greene","818 Highway 91","818 Highway 91","Snow Hill",28580,"2527479044","818 Highway 91","Snow Hill",28580,"2527479046","http://gec.gcsedu.org","Greene",NA,"Public","Regular School","Early College","Modified","-",7,"09","13",NA,NA,NA,"yes","yes",730135.3125,192274.359499998
